ID,Label,Count
[U:1:341943188],[U:1:341943188],22
[U:1:108990506],[U:1:108990506],173
[U:1:35386733],[U:1:35386733],93
[U:1:420385393],[U:1:420385393],1
[U:1:148660631],[U:1:148660631],185
[U:1:435699453],[U:1:435699453],213
[U:1:435981726],[U:1:435981726],495
[U:1:206716830],[U:1:206716830],302
[U:1:901364981],[U:1:901364981],490
[U:1:96968119],[U:1:96968119],418
[U:1:842893382],[U:1:842893382],8
[U:1:358797354],[U:1:358797354],251
[U:1:81943993],[U:1:81943993],291
[U:1:123187789],[U:1:123187789],297
[U:1:106656075],[U:1:106656075],56
[U:1:130240722],[U:1:130240722],371
[U:1:157883802],[U:1:157883802],302
[U:1:308729799],[U:1:308729799],27
[U:1:40373966],[U:1:40373966],170
[U:1:90407902],[U:1:90407902],213
[U:1:111697488],[U:1:111697488],60
[U:1:172402195],[U:1:172402195],52
[U:1:240720825],[U:1:240720825],92
[U:1:82664733],[U:1:82664733],128
[U:1:191872979],[U:1:191872979],48
[U:1:871789101],[U:1:871789101],84
[U:1:147009290],[U:1:147009290],204
[U:1:172349231],[U:1:172349231],362
[U:1:177977277],[U:1:177977277],5
[U:1:114195524],[U:1:114195524],85
[U:1:90123648],[U:1:90123648],166
[U:1:308781821],[U:1:308781821],303
[U:1:60940235],[U:1:60940235],108
[U:1:307950658],[U:1:307950658],240
[U:1:184338716],[U:1:184338716],296
[U:1:114893365],[U:1:114893365],320
[U:1:106391137],[U:1:106391137],294
[U:1:31004057],[U:1:31004057],84
[U:1:67231495],[U:1:67231495],285
[U:1:476310171],[U:1:476310171],431
[U:1:1008313578],[U:1:1008313578],26
[U:1:883005651],[U:1:883005651],128
[U:1:257725839],[U:1:257725839],4
[U:1:378857073],[U:1:378857073],90
[U:1:364337261],[U:1:364337261],16
[U:1:314472189],[U:1:314472189],82
[U:1:387176141],[U:1:387176141],121
[U:1:900305378],[U:1:900305378],14
[U:1:356308038],[U:1:356308038],21
[U:1:476027327],[U:1:476027327],11
[U:1:319782142],[U:1:319782142],50
[U:1:156440371],[U:1:156440371],237
