ID,Label,Count
[U:1:206746537],[U:1:206746537],323
[U:1:112514115],[U:1:112514115],323
[U:1:40354909],[U:1:40354909],323
[U:1:134806456],[U:1:134806456],323
[U:1:113171357],[U:1:113171357],323
[U:1:10403381],[U:1:10403381],322
[U:1:91587037],[U:1:91587037],322
[U:1:155060312],[U:1:155060312],321
[U:1:299833031],[U:1:299833031],321
[U:1:137845628],[U:1:137845628],321
[U:1:112910954],[U:1:112910954],321
[U:1:108814174],[U:1:108814174],321
[U:1:351789566],[U:1:351789566],321
[U:1:196210035],[U:1:196210035],321
[U:1:30478886],[U:1:30478886],321
[U:1:883696767],[U:1:883696767],320
[U:1:114893365],[U:1:114893365],320
[U:1:190182168],[U:1:190182168],320
[U:1:25305114],[U:1:25305114],320
[U:1:64745316],[U:1:64745316],320
[U:1:887597958],[U:1:887597958],319
[U:1:49144016],[U:1:49144016],319
[U:1:191313389],[U:1:191313389],318
[U:1:122283067],[U:1:122283067],318
[U:1:124922958],[U:1:124922958],317
[U:1:43410909],[U:1:43410909],317
[U:1:82629466],[U:1:82629466],317
[U:1:181551469],[U:1:181551469],317
[U:1:132183884],[U:1:132183884],317
[U:1:110504641],[U:1:110504641],316
[U:1:98086888],[U:1:98086888],316
[U:1:171785319],[U:1:171785319],316
[U:1:85826226],[U:1:85826226],316
[U:1:90399521],[U:1:90399521],315
[U:1:116897458],[U:1:116897458],315
[U:1:170998559],[U:1:170998559],315
[U:1:112821165],[U:1:112821165],315
[U:1:343620215],[U:1:343620215],314
[U:1:149638784],[U:1:149638784],314
[U:1:78220885],[U:1:78220885],314
[U:1:320890290],[U:1:320890290],314
[U:1:212156153],[U:1:212156153],313
[U:1:35528409],[U:1:35528409],313
[U:1:133563895],[U:1:133563895],313
[U:1:435155909],[U:1:435155909],313
[U:1:48897782],[U:1:48897782],313
[U:1:247732288],[U:1:247732288],313
[U:1:106567849],[U:1:106567849],312
[U:1:123928991],[U:1:123928991],312
[U:1:92430455],[U:1:92430455],312
[U:1:163021540],[U:1:163021540],312
[U:1:65304087],[U:1:65304087],311
[U:1:79232842],[U:1:79232842],311
[U:1:166168522],[U:1:166168522],311
[U:1:105606913],[U:1:105606913],311
[U:1:60604037],[U:1:60604037],311
[U:1:91319492],[U:1:91319492],311
[U:1:85127652],[U:1:85127652],311
[U:1:46153961],[U:1:46153961],310
[U:1:67131494],[U:1:67131494],310
[U:1:155448756],[U:1:155448756],310
[U:1:123870274],[U:1:123870274],309
[U:1:845748566],[U:1:845748566],309
[U:1:917913484],[U:1:917913484],309
[U:1:224635025],[U:1:224635025],309
[U:1:259438873],[U:1:259438873],309
[U:1:153703288],[U:1:153703288],309
[U:1:903973347],[U:1:903973347],308
[U:1:40796996],[U:1:40796996],308
[U:1:103618507],[U:1:103618507],308
[U:1:93702050],[U:1:93702050],307
[U:1:290597464],[U:1:290597464],307
[U:1:54853176],[U:1:54853176],307
[U:1:110700446],[U:1:110700446],307
[U:1:111776267],[U:1:111776267],307
[U:1:107450401],[U:1:107450401],306
[U:1:147748549],[U:1:147748549],306
[U:1:116488376],[U:1:116488376],305
[U:1:871197199],[U:1:871197199],305
[U:1:38066104],[U:1:38066104],304
[U:1:114891832],[U:1:114891832],304
[U:1:308781821],[U:1:308781821],303
[U:1:121944529],[U:1:121944529],303
[U:1:118216173],[U:1:118216173],303
[U:1:210649374],[U:1:210649374],303
[U:1:15887185],[U:1:15887185],303
[U:1:121699929],[U:1:121699929],303
[U:1:206716830],[U:1:206716830],302
[U:1:157883802],[U:1:157883802],302
[U:1:84854265],[U:1:84854265],302
[U:1:146238522],[U:1:146238522],302
[U:1:165115591],[U:1:165115591],302
[U:1:298866667],[U:1:298866667],302
[U:1:95046319],[U:1:95046319],302
[U:1:312742741],[U:1:312742741],302
[U:1:186812575],[U:1:186812575],302
[U:1:75446306],[U:1:75446306],302
[U:1:68307266],[U:1:68307266],301
[U:1:129655370],[U:1:129655370],301
[U:1:133046403],[U:1:133046403],301
[U:1:63821331],[U:1:63821331],301
[U:1:110939750],[U:1:110939750],301
[U:1:46267405],[U:1:46267405],301
[U:1:108803104],[U:1:108803104],301
[U:1:109458071],[U:1:109458071],300
[U:1:197662912],[U:1:197662912],300
[U:1:242183025],[U:1:242183025],300
[U:1:1013127103],[U:1:1013127103],299
[U:1:342482068],[U:1:342482068],299
[U:1:119671862],[U:1:119671862],299
[U:1:63640866],[U:1:63640866],299
[U:1:92616699],[U:1:92616699],298
[U:1:395380187],[U:1:395380187],298
[U:1:96605529],[U:1:96605529],298
[U:1:282434474],[U:1:282434474],298
[U:1:323521529],[U:1:323521529],298
[U:1:86572620],[U:1:86572620],297
[U:1:113078886],[U:1:113078886],297
[U:1:123187789],[U:1:123187789],297
[U:1:180403249],[U:1:180403249],297
[U:1:141392151],[U:1:141392151],297
[U:1:69008285],[U:1:69008285],297
[U:1:126707186],[U:1:126707186],297
[U:1:184338716],[U:1:184338716],296
[U:1:76461472],[U:1:76461472],296
[U:1:394261106],[U:1:394261106],296
[U:1:147309387],[U:1:147309387],295
[U:1:147403419],[U:1:147403419],295
[U:1:357325062],[U:1:357325062],294
[U:1:218033203],[U:1:218033203],294
[U:1:106391137],[U:1:106391137],294
[U:1:90536799],[U:1:90536799],294
[U:1:1038587336],[U:1:1038587336],294
[U:1:74400923],[U:1:74400923],294
[U:1:52863028],[U:1:52863028],294
[U:1:52544220],[U:1:52544220],293
[U:1:83670635],[U:1:83670635],293
[U:1:181206593],[U:1:181206593],293
[U:1:189426239],[U:1:189426239],293
[U:1:277768774],[U:1:277768774],293
[U:1:69530488],[U:1:69530488],292
[U:1:122797343],[U:1:122797343],292
[U:1:94823939],[U:1:94823939],292
[U:1:82333728],[U:1:82333728],292
[U:1:155596185],[U:1:155596185],292
[U:1:130071348],[U:1:130071348],292
[U:1:81943993],[U:1:81943993],291
[U:1:155433728],[U:1:155433728],291
[U:1:31892934],[U:1:31892934],291
[U:1:155893616],[U:1:155893616],291
[U:1:119712757],[U:1:119712757],291
[U:1:115028664],[U:1:115028664],291
[U:1:127824158],[U:1:127824158],290
[U:1:51992109],[U:1:51992109],290
[U:1:163851621],[U:1:163851621],290
[U:1:871689287],[U:1:871689287],290
[U:1:135100113],[U:1:135100113],290
[U:1:285229424],[U:1:285229424],289
[U:1:293790588],[U:1:293790588],289
[U:1:87237010],[U:1:87237010],289
[U:1:89046714],[U:1:89046714],289
[U:1:126744322],[U:1:126744322],289
[U:1:405860591],[U:1:405860591],289
[U:1:360221136],[U:1:360221136],289
[U:1:212478343],[U:1:212478343],288
[U:1:122196021],[U:1:122196021],288
[U:1:357752944],[U:1:357752944],287
[U:1:245409351],[U:1:245409351],287
[U:1:295187990],[U:1:295187990],287
[U:1:143242759],[U:1:143242759],287
[U:1:366656742],[U:1:366656742],287
[U:1:152721114],[U:1:152721114],287
[U:1:290398330],[U:1:290398330],287
[U:1:158012135],[U:1:158012135],286
[U:1:184806706],[U:1:184806706],286
[U:1:460616729],[U:1:460616729],286
[U:1:85079474],[U:1:85079474],286
[U:1:67231495],[U:1:67231495],285
[U:1:87899620],[U:1:87899620],285
[U:1:340910349],[U:1:340910349],285
[U:1:17178323],[U:1:17178323],285
[U:1:137642461],[U:1:137642461],285
[U:1:72605411],[U:1:72605411],285
[U:1:348964068],[U:1:348964068],285
[U:1:141929391],[U:1:141929391],284
[U:1:39110213],[U:1:39110213],284
[U:1:317981219],[U:1:317981219],284
[U:1:108821041],[U:1:108821041],284
[U:1:275610154],[U:1:275610154],284
[U:1:434079309],[U:1:434079309],284
[U:1:202159147],[U:1:202159147],283
[U:1:42916509],[U:1:42916509],283
[U:1:194171767],[U:1:194171767],282
[U:1:69572770],[U:1:69572770],282
[U:1:236726483],[U:1:236726483],282
[U:1:413588],[U:1:413588],281
[U:1:161134282],[U:1:161134282],281
[U:1:131957877],[U:1:131957877],281
[U:1:242176142],[U:1:242176142],281
[U:1:299602677],[U:1:299602677],281
[U:1:147997454],[U:1:147997454],281
[U:1:1027732007],[U:1:1027732007],280
[U:1:902498003],[U:1:902498003],280
[U:1:47078886],[U:1:47078886],280
[U:1:38625038],[U:1:38625038],280
[U:1:123490326],[U:1:123490326],280
[U:1:89717288],[U:1:89717288],279
[U:1:140176273],[U:1:140176273],279
[U:1:108833123],[U:1:108833123],279
[U:1:846585848],[U:1:846585848],279
[U:1:258631813],[U:1:258631813],278
[U:1:275742650],[U:1:275742650],278
[U:1:141459877],[U:1:141459877],278
[U:1:84498741],[U:1:84498741],278
[U:1:40207605],[U:1:40207605],278
[U:1:163789798],[U:1:163789798],277
[U:1:997565725],[U:1:997565725],277
[U:1:420556089],[U:1:420556089],277
[U:1:44497415],[U:1:44497415],277
[U:1:91371271],[U:1:91371271],277
[U:1:123263269],[U:1:123263269],277
[U:1:97229925],[U:1:97229925],277
[U:1:308324152],[U:1:308324152],276
[U:1:93253623],[U:1:93253623],276
[U:1:38619095],[U:1:38619095],276
[U:1:92585192],[U:1:92585192],276
[U:1:379506867],[U:1:379506867],276
[U:1:94297508],[U:1:94297508],276
[U:1:189823092],[U:1:189823092],276
[U:1:87808604],[U:1:87808604],275
[U:1:57060842],[U:1:57060842],275
[U:1:341392112],[U:1:341392112],275
[U:1:1152390222],[U:1:1152390222],275
[U:1:859298704],[U:1:859298704],275
[U:1:231820935],[U:1:231820935],275
[U:1:112388942],[U:1:112388942],275
[U:1:192077190],[U:1:192077190],274
[U:1:10886711],[U:1:10886711],274
[U:1:81729960],[U:1:81729960],274
[U:1:96175051],[U:1:96175051],273
[U:1:195234821],[U:1:195234821],273
[U:1:156738391],[U:1:156738391],273
[U:1:13539906],[U:1:13539906],273
